descripcion,categoria,monto,descripcion_limpia
OFFICE DEPOT,Educación,1758.23,office depot
COMPRA EN OFFICE DEPOT,Educación,1437.0,compra en office depot
office depot,Educación,283.42,office depot
pago con tarjeta en Office Depot,Educación,123.57,pago con tarjeta en office depot
COMPRA EN OFFICE DEPOT,Educación,639.27,compra en office depot
Officemax,Educación,664.75,officemax
pago con tarjeta en OfficeMax,Educación,191.47,pago con tarjeta en officemax
officemax,Educación,1766.75,officemax
pago OfficeMax,Educación,1368.83,pago officemax
$OfficeMax,Educación,1795.37,officemax
*papeleria*,Educación,1109.5,papeleria
compra papeleria,Educación,642.05,compra papeleria
PAPELERIA,Educación,608.78,papeleria
pago papeleria,Educación,1189.36,pago papeleria
Papeleria,Educación,220.92,papeleria
fotocopias,Educación,518.43,fotocopias
compra fotocopias,Educación,1501.37,compra fotocopias
pago con tarjeta en fotocopias,Educación,1828.29,pago con tarjeta en fotocopias
fotocopias,Educación,1750.25,fotocopias
pago fotocopias,Educación,1770.06,pago fotocopias
compra impresiones,Educación,147.77,compra impresiones
*impresiones*,Educación,917.81,impresiones
$impresiones,Educación,925.73,impresiones
pago con tarjeta en impresiones,Educación,747.55,pago con tarjeta en impresiones
impresiones,Educación,942.42,impresiones
COMPRA EN ESCANEO,Educación,1901.41,compra en escaneo
$escaneo,Educación,1224.22,escaneo
ESCANEO,Educación,551.12,escaneo
*escaneo*,Educación,350.22,escaneo
escaneo,Educación,830.57,escaneo
LICENCIA SOFTWARE,Educación,1339.23,licencia software
pago licencia software,Educación,615.98,pago licencia software
*licencia software*,Educación,1969.3,licencia software
COMPRA EN LICENCIA SOFTWARE,Educación,1304.8,compra en licencia software
$licencia software,Educación,1793.81,licencia software
pago ChatGPT,Educación,787.52,pago chatgpt
$ChatGPT,Educación,186.73,chatgpt
COMPRA EN CHATGPT,Educación,553.83,compra en chatgpt
compra ChatGPT,Educación,955.88,compra chatgpt
compra ChatGPT,Educación,1282.79,compra chatgpt
PLAGIUM,Educación,950.19,plagium
plagium,Educación,493.29,plagium
$Plagium,Educación,1722.86,plagium
compra Plagium,Educación,516.23,compra plagium
plagium,Educación,305.25,plagium
*Duolingo*,Educación,1624.91,duolingo
compra Duolingo,Educación,515.17,compra duolingo
$Duolingo,Educación,1870.33,duolingo
pago con tarjeta en Duolingo,Educación,1651.7,pago con tarjeta en duolingo
compra Duolingo,Educación,1272.43,compra duolingo
COMPRA EN CLASES PARTICULARES,Educación,1110.04,compra en clases particulares
*clases particulares*,Educación,1192.08,clases particulares
*clases particulares*,Educación,1037.74,clases particulares
CLASES PARTICULARES,Educación,956.13,clases particulares
compra clases particulares,Educación,840.76,compra clases particulares
REGULARIZACION,Educación,880.94,regularizacion
COMPRA EN REGULARIZACION,Educación,1374.79,compra en regularizacion
compra regularizacion,Educación,1665.2,compra regularizacion
*regularizacion*,Educación,1912.66,regularizacion
Regularizacion,Educación,102.97,regularizacion
*cine*,Ocio y Servicios,731.69,cine
*cine*,Ocio y Servicios,88.53,cine
cine,Ocio y Servicios,702.26,cine
pago cine,Ocio y Servicios,682.03,pago cine
compra cine,Ocio y Servicios,483.42,compra cine
pago teatro,Ocio y Servicios,137.67,pago teatro
COMPRA EN TEATRO,Ocio y Servicios,763.62,compra en teatro
compra teatro,Ocio y Servicios,434.03,compra teatro
TEATRO,Ocio y Servicios,387.03,teatro
*teatro*,Ocio y Servicios,442.04,teatro
pago con tarjeta en concierto,Ocio y Servicios,664.13,pago con tarjeta en concierto
CONCIERTO,Ocio y Servicios,613.98,concierto
pago concierto,Ocio y Servicios,181.93,pago concierto
pago con tarjeta en concierto,Ocio y Servicios,631.94,pago con tarjeta en concierto
CONCIERTO,Ocio y Servicios,737.77,concierto
Evento,Ocio y Servicios,907.33,evento
$evento,Ocio y Servicios,837.57,evento
COMPRA EN EVENTO,Ocio y Servicios,829.01,compra en evento
pago con tarjeta en evento,Ocio y Servicios,450.93,pago con tarjeta en evento
EVENTO,Ocio y Servicios,476.41,evento
*boletos*,Ocio y Servicios,598.34,boletos
Boletos,Ocio y Servicios,166.85,boletos
compra boletos,Ocio y Servicios,255.25,compra boletos
pago con tarjeta en boletos,Ocio y Servicios,742.71,pago con tarjeta en boletos
pago con tarjeta en boletos,Ocio y Servicios,114.02,pago con tarjeta en boletos
Suscripcion,Ocio y Servicios,707.87,suscripcion
Suscripciones,Ocio y Servicios,707.87,suscripciones
suscripciones,Ocio y Servicios,707.87,suscripciones
*suscripciones,Ocio y Servicios,707.87,suscripciones
pago suscripcion,Ocio y Servicios,433.7,pago suscripcion
*suscripcion*,Ocio y Servicios,565.41,suscripcion
$suscripcion,Ocio y Servicios,799.54,suscripcion
pago suscripcion,Ocio y Servicios,415.03,pago suscripcion
Tinder Plus,Ocio y Servicios,150.00,tinder plus
suscripcion Tinder,Ocio y Servicios,130.00,suscripcion tinder
pago Tinder,Ocio y Servicios,200.00,pago tinder
Bumble Premium,Ocio y Servicios,280.00,bumble premium
suscripcion Bumble,Ocio y Servicios,260.00,suscripcion bumble
pago Bumble,Ocio y Servicios,240.00,pago bumble
TikTok,Ocio y Servicios,150.00,tiktok
suscripcion TikTok,Ocio y Servicios,140.00,suscripcion tiktok
pago TikTok,Ocio y Servicios,130.00,pago tiktok
OnlyFans,Ocio y Servicios,300.00,onlyfans
suscripcion OnlyFans,Ocio y Servicios,280.00,suscripcion onlyfans
pago OnlyFans,Ocio y Servicios,260.00,pago onlyfans
Patreon,Ocio y Servicios,180.00,patreon
suscripcion Patreon,Ocio y Servicios,170.00,suscripcion patreon
pago Patreon,Ocio y Servicios,160.00,pago patreon
NETFLIX,Ocio y Servicios,864.68,netflix
pago con tarjeta en Netflix,Ocio y Servicios,459.44,pago con tarjeta en netflix
COMPRA EN NETFLIX,Ocio y Servicios,895.17,compra en netflix
pago con tarjeta en Netflix,Ocio y Servicios,76.05,pago con tarjeta en netflix
compra Netflix,Ocio y Servicios,549.52,compra netflix
suscripcion Netflix,Ocio y Servicios,380.00,suscripcion netflix
pago suscripcion Netflix,Ocio y Servicios,340.00,pago suscripcion netflix
suscripcion mensual Netflix,Ocio y Servicios,400.00,suscripcion mensual netflix
Netflix suscripcion,Ocio y Servicios,360.00,netflix suscripcion
pago de Netflix,Ocio y Servicios,370.00,pago de netflix
pago Disney+,Ocio y Servicios,208.52,pago disney
Disney+,Ocio y Servicios,663.45,disney
Disney+,Ocio y Servicios,895.59,disney
compra Disney+,Ocio y Servicios,949.31,compra disney
DISNEY+,Ocio y Servicios,74.18,disney
suscripcion Disney+,Ocio y Servicios,320.00,suscripcion disney
pago suscripcion Disney+,Ocio y Servicios,280.50,pago suscripcion disney
suscripcion mensual Disney+,Ocio y Servicios,350.00,suscripcion mensual disney
Disney+ suscripcion,Ocio y Servicios,300.00,disney suscripcion
pago HBO,Ocio y Servicios,655.06,pago hbo
compra HBO,Ocio y Servicios,146.2,compra hbo
Hbo,Ocio y Servicios,554.53,hbo
hbo,Ocio y Servicios,601.21,hbo
$HBO,Ocio y Servicios,481.3,hbo
suscripcion HBO,Ocio y Servicios,250.00,suscripcion hbo
pago suscripcion HBO,Ocio y Servicios,230.00,pago suscripcion hbo
suscripcion mensual HBO,Ocio y Servicios,270.00,suscripcion mensual hbo
HBO suscripcion,Ocio y Servicios,240.00,hbo suscripcion
suscripcion Star+,Ocio y Servicios,230.00,suscripcion star
pago suscripcion Star+,Ocio y Servicios,210.00,pago suscripcion star
suscripcion mensual Star+,Ocio y Servicios,250.00,suscripcion mensual star
Star+ suscripcion,Ocio y Servicios,220.00,star suscripcion
pago de Star+,Ocio y Servicios,240.00,pago de star
paramount,Ocio y Servicios,210.80,paramount
suscripcion Paramount+,Ocio y Servicios,200.00,suscripcion paramount
pago suscripcion Paramount+,Ocio y Servicios,180.00,pago suscripcion paramount
suscripcion mensual Paramount+,Ocio y Servicios,220.00,suscripcion mensual paramount
Paramount+ suscripcion,Ocio y Servicios,190.00,paramount suscripcion
pago de Paramount+,Ocio y Servicios,210.00,pago de paramount
Viki,Ocio y Servicios,255.00,viki
suscripcion Viki,Ocio y Servicios,250.00,suscripcion viki
pago Viki,Ocio y Servicios,220.00,pago viki
Viki pass,Ocio y Servicios,280.00,viki pass
suscripcion mensual Viki,Ocio y Servicios,260.00,suscripcion mensual viki
pago suscripcion Viki,Ocio y Servicios,240.00,pago suscripcion viki
manga mensual,Ocio y Servicios,180.00,manga mensual
suscripcion manga,Ocio y Servicios,200.00,suscripcion manga
pago manga online,Ocio y Servicios,160.00,pago manga online
compra de mangas,Ocio y Servicios,350.00,compra de mangas
suscripcion webtoon,Ocio y Servicios,190.00,suscripcion webtoon
pago webtoon,Ocio y Servicios,170.00,pago webtoon
webtoon premium,Ocio y Servicios,210.00,webtoon premium
manhwa suscripcion,Ocio y Servicios,220.00,manhwa suscripcion
pago manhwa,Ocio y Servicios,200.00,pago manhwa
suscripcion doramas,Ocio y Servicios,270.00,suscripcion doramas
pago doramas,Ocio y Servicios,250.00,pago doramas
Vix premium,Ocio y Servicios,290.00,vix premium
suscripcion Vix,Ocio y Servicios,270.00,suscripcion vix
pago Vix,Ocio y Servicios,250.00,pago vix
Vix plus,Ocio y Servicios,310.00,vix plus
suscripcion Vix Plus,Ocio y Servicios,300.00,suscripcion vix plus
pago Vix Plus,Ocio y Servicios,280.00,pago vix plus
Vix streaming,Ocio y Servicios,260.00,vix streaming
spotify,Ocio y Servicios,208.99,spotify
pago Spotify,Ocio y Servicios,511.31,pago spotify
COMPRA EN SPOTIFY,Ocio y Servicios,978.58,compra en spotify
SPOTIFY,Ocio y Servicios,965.82,spotify
spotify,Ocio y Servicios,144.34,spotify
suscripcion Spotify,Ocio y Servicios,180.00,suscripcion spotify
pago suscripcion Spotify,Ocio y Servicios,160.00,pago suscripcion spotify
suscripcion mensual Spotify,Ocio y Servicios,200.00,suscripcion mensual spotify
Spotify suscripcion,Ocio y Servicios,170.00,spotify suscripcion
pago de Spotify,Ocio y Servicios,190.00,pago de spotify
kindle,Ocio y Servicios,2000.99,kindle
suscripcion Kindle Unlimited,Ocio y Servicios,160.00,suscripcion kindle
pago suscripcion Kindle Unlimited,Ocio y Servicios,140.00,pago suscripcion kindle
suscripcion mensual Kindle Unlimited,Ocio y Servicios,180.00,suscripcion mensual kindle
Kindle Unlimited suscripcion,Ocio y Servicios,150.00,kindle suscripcion
pago de Kindle Unlimited,Ocio y Servicios,170.00,pago de kindle
suscripcion Play Store,Ocio y Servicios,150.00,suscripcion play store
pago Play Store,Ocio y Servicios,130.00,pago play store
Play Store compra,Ocio y Servicios,180.00,play store compra
App Store compra,Ocio y Servicios,200.00,app store compra
pago App Store,Ocio y Servicios,170.00,pago app store
suscripcion App Store,Ocio y Servicios,190.00,suscripcion app store
Twitch suscripcion,Ocio y Servicios,120.00,twitch suscripcion
pago Twitch,Ocio y Servicios,100.00,pago twitch
Twitch bits,Ocio y Servicios,250.00,twitch bits
suscripcion Twitch,Ocio y Servicios,130.00,suscripcion twitch
pago de Twitch,Ocio y Servicios,110.00,pago de twitch
Microsoft 365,Ocio y Servicios,350.00,microsoft 365
suscripcion Microsoft,Ocio y Servicios,320.00,suscripcion microsoft
pago Microsoft,Ocio y Servicios,300.00,pago microsoft
Office 365,Ocio y Servicios,340.00,office 365
pago Office 365,Ocio y Servicios,310.00,pago office 365
suscripcion Office,Ocio y Servicios,330.00,suscripcion office
Azure,Ocio y Servicios,600.00,azure
pago Azure,Ocio y Servicios,550.00,pago azure
suscripcion Azure,Ocio y Servicios,580.00,suscripcion azure
servicios Azure,Ocio y Servicios,620.00,servicios azure
Oracle Cloud,Ocio y Servicios,500.00,oracle cloud
pago Oracle,Ocio y Servicios,480.00,pago oracle
suscripcion Oracle,Ocio y Servicios,520.00,suscripcion oracle
servicios Oracle,Ocio y Servicios,540.00,servicios oracle
Google One,Ocio y Servicios,200.00,google one
pago Google One,Ocio y Servicios,180.00,pago google one
suscripcion Google One,Ocio y Servicios,220.00,suscripcion google one
iCloud,Ocio y Servicios,150.00,icloud
pago iCloud,Ocio y Servicios,130.00,pago icloud
suscripcion iCloud,Ocio y Servicios,170.00,suscripcion icloud
Dropbox,Ocio y Servicios,250.00,dropbox
pago Dropbox,Ocio y Servicios,230.00,pago dropbox
suscripcion Dropbox,Ocio y Servicios,270.00,suscripcion dropbox
$videojuegos,Ocio y Servicios,929.36,videojuegos
VIDEOJUEGOS,Ocio y Servicios,72.18,videojuegos
Videojuegos,Ocio y Servicios,324.78,videojuegos
Videojuegos,Ocio y Servicios,843.71,videojuegos
Videojuegos,Ocio y Servicios,958.12,videojuegos
Playstation,Ocio y Servicios,500.31,playstation
$playstation,Ocio y Servicios,622.8,playstation
pago con tarjeta en playstation,Ocio y Servicios,984.81,pago con tarjeta en playstation
playstation,Ocio y Servicios,79.39,playstation
play station,Ocio y Servicios,79.39,playstation
$playstation,Ocio y Servicios,564.34,playstation
suscripcion PlayStation Plus,Ocio y Servicios,320.00,suscripcion playstation plus
pago suscripcion PlayStation Plus,Ocio y Servicios,300.00,pago suscripcion playstation plus
suscripcion mensual PlayStation Plus,Ocio y Servicios,340.00,suscripcion mensual playstation plus
PlayStation Plus suscripcion,Ocio y Servicios,310.00,playstation plus suscripcion
pago de PlayStation Plus,Ocio y Servicios,330.00,pago de playstation plus
Xbox,Ocio y Servicios,503.98,xbox
pago xbox,Ocio y Servicios,209.92,pago xbox
Xbox,Ocio y Servicios,841.97,xbox
XBOX,Ocio y Servicios,388.38,xbox
pago xbox,Ocio y Servicios,296.37,pago xbox
suscripcion Xbox Game Pass,Ocio y Servicios,350.00,suscripcion xbox game pass
pago suscripcion Xbox Game Pass,Ocio y Servicios,330.00,pago suscripcion xbox game pass
suscripcion mensual Xbox Game Pass,Ocio y Servicios,370.00,suscripcion mensual xbox game pass
Xbox Game Pass suscripcion,Ocio y Servicios,340.00,xbox game pass suscripcion
pago de Xbox Game Pass,Ocio y Servicios,360.00,pago de xbox game pass
regalo de bodas,Ocio y Servicios,800.00,regalo de bodas
regalo para novia,Ocio y Servicios,500.00,regalo para novia
regalo para novio,Ocio y Servicios,450.00,regalo para novio
compra regalo,Ocio y Servicios,350.00,compra regalo
regalo de cumpleanos,Ocio y Servicios,400.00,regalo de cumpleanos
cumpleanos,Ocio y Servicios,3500.00,cumpleanos
cumpleanos de mi hijo,Ocio y Servicios,5000.00,cumpleanos de mi hijo
*cumpleanos,Ocio y Servicios,4900.00,cumpleanos
fiesta de cumpleanos,Ocio y Servicios,6000.00,fiesta de cumpleanos
fiesta,Ocio y Servicios,4300.00,fiesta
xv anos,Ocio y Servicios,35300.00,xv anos
fiesta de xv,Ocio y Servicios,45000.00,fiesta de xv
celebracion,Ocio y Servicios,7000.00,celebracion
Celebracion,Ocio y Servicios,7100.00,celebracion
bautizo,Ocio y Servicios,6100.00,bautizo
Bautizo,Ocio y Servicios,4100.00,bautizo
*bautizo,Ocio y Servicios,2100.00,bautizo
boda,Ocio y Servicios,11100.00,boda
pago regalo,Ocio y Servicios,300.00,pago regalo
regalo para mama,Ocio y Servicios,350.00,regalo para mama
regalo para papa,Ocio y Servicios,380.00,regalo para papa
regalo para hijo,Ocio y Servicios,250.00,regalo para hijo
detalle para novia,Ocio y Servicios,200.00,detalle para novia
detalle para novio,Ocio y Servicios,180.00,detalle para novio
gasto de boda,Ocio y Servicios,1500.00,gasto de boda
preparativos boda,Ocio y Servicios,1200.00,preparativos boda
boda civil,Ocio y Servicios,800.00,boda civil
fiesta de bodas,Ocio y Servicios,2000.00,fiesta de bodas
aniversario de bodas,Ocio y Servicios,600.00,aniversario de bodas
celebracion de boda,Ocio y Servicios,1000.00,celebracion de boda
gasto de boda civil,Ocio y Servicios,900.00,gasto de boda civil
navidad regalos,Ocio y Servicios,500.00,navidad regalos
regalos navidad,Ocio y Servicios,450.00,regalos navidad
pago regalos navidad,Ocio y Servicios,400.00,pago regalos navidad
dia de reyes regalos,Ocio y Servicios,350.00,dia de reyes regalos
regalo dia de la madre,Ocio y Servicios,450.00,regalo dia de la madre
regalo dia del padre,Ocio y Servicios,420.00,regalo dia del padre
regalo dia del nino,Ocio y Servicios,250.00,regalo dia del nino
regalo dia del amor,Ocio y Servicios,300.00,regalo dia del amor
regalo san valentin,Ocio y Servicios,350.00,regalo san valentin
regalo dia de las madres,Ocio y Servicios,400.00,regalo dia de las madres
regalo dia de los padres,Ocio y Servicios,380.00,regalo dia de los padres
compra Shein,Ocio y Servicios,650.00,compra shein
carrito de shein,Ocio y Servicios,600.50,carrito de shein
shein,Ocio y Servicios,390.00,shein
pago Shein,Ocio y Servicios,580.00,pago shein
Shein ropa,Ocio y Servicios,720.00,shein ropa
compra en Shein,Ocio y Servicios,800.00,compra en shein
pedido Shein,Ocio y Servicios,550.00,pedido shein
compra AliExpress,Ocio y Servicios,450.00,compra aliexpress
pago AliExpress,Ocio y Servicios,420.00,pago aliexpress
AliExpress productos,Ocio y Servicios,500.00,aliexpress productos
compra en AliExpress,Ocio y Servicios,480.00,compra en aliexpress
pedido AliExpress,Ocio y Servicios,430.00,pedido aliexpress
compra Temu,Ocio y Servicios,380.00,compra temu
pago Temu,Ocio y Servicios,350.00,pago temu
Temu productos,Ocio y Servicios,400.00,temu productos
compra en Temu,Ocio y Servicios,370.00,compra en temu
pedido Temu,Ocio y Servicios,340.00,pedido temu
compra Wish,Ocio y Servicios,300.00,compra wish
pago Wish,Ocio y Servicios,280.00,pago wish
Wish productos,Ocio y Servicios,320.00,wish productos
compra en Wish,Ocio y Servicios,290.00,compra en wish
pedido Wish,Ocio y Servicios,270.00,pedido wish
compra Mercado Libre,Ocio y Servicios,450.00,compra mercado libre
pago Mercado Libre,Ocio y Servicios,420.00,pago mercado libre
Mercado Libre compra,Ocio y Servicios,480.00,mercado libre compra
compra en Mercado Libre,Ocio y Servicios,460.00,compra en mercado libre
pedido Mercado Libre,Ocio y Servicios,430.00,pedido mercado libre
Amazon compra,Ocio y Servicios,550.00,amazon compra
pago Amazon,Ocio y Servicios,520.00,pago amazon
Amazon productos,Ocio y Servicios,580.00,amazon productos
compra en Amazon,Ocio y Servicios,560.00,compra en amazon
pedido Amazon,Ocio y Servicios,530.00,pedido amazon
GIMNASIO,Ocio y Servicios,218.31,gimnasio
Gimnasio,Ocio y Servicios,375.33,gimnasio
Gimnasio,Ocio y Servicios,968.1,gimnasio
*gimnasio*,Ocio y Servicios,567.59,gimnasio
compra gimnasio,Ocio y Servicios,601.44,compra gimnasio
COMPRA EN SPA,Ocio y Servicios,999.73,compra en spa
pago spa,Ocio y Servicios,514.45,pago spa
SPA,Ocio y Servicios,793.27,spa
SPA,Ocio y Servicios,886.3,spa
COMPRA EN SPA,Ocio y Servicios,359.53,compra en spa
COMPRA EN SALON,Ocio y Servicios,639.63,compra en salon
Salon,Ocio y Servicios,744.28,salon
COMPRA EN SALON,Ocio y Servicios,87.49,compra en salon
compra salon,Ocio y Servicios,725.34,compra salon
$salon,Ocio y Servicios,266.36,salon
Belleza,Ocio y Servicios,619.16,belleza
$belleza,Ocio y Servicios,556.72,belleza
$belleza,Ocio y Servicios,174.12,belleza
*belleza*,Ocio y Servicios,168.58,belleza
compra belleza,Ocio y Servicios,696.72,compra belleza
maquillaje,Ocio y Servicios,400.00,maquillaje
compra de maquillaje,Ocio y Servicios,350.00,compra de maquillaje
maquillaje profesional,Ocio y Servicios,500.00,maquillaje profesional
perfume,Ocio y Servicios,600.00,perfume
compra de perfume,Ocio y Servicios,550.00,compra de perfume
perfume de mujer,Ocio y Servicios,580.00,perfume de mujer
perfume de hombre,Ocio y Servicios,520.00,perfume de hombre
skincare,Ocio y Servicios,400.00,skincare
Skincare,Ocio y Servicios,600.00,skincare
productos de skincare,Ocio y Servicios,980.00,productos de skincare
crema facial,Ocio y Servicios,200.00,crema facial
protector solar,Ocio y Servicios,150.00,protector solar
mascarilla facial,Ocio y Servicios,100.00,mascarilla facial
pago con tarjeta en barberia,Ocio y Servicios,883.24,pago con tarjeta en barberia
$barberia,Ocio y Servicios,191.36,barberia
BARBERIA,Ocio y Servicios,537.26,barberia
barberia,Ocio y Servicios,870.37,barberia
*barberia*,Ocio y Servicios,406.56,barberia
$lavanderia,Ocio y Servicios,546.32,lavanderia
COMPRA EN LAVANDERIA,Ocio y Servicios,469.16,compra en lavanderia
pago con tarjeta en lavanderia,Ocio y Servicios,394.15,pago con tarjeta en lavanderia
compra lavanderia,Ocio y Servicios,872.3,compra lavanderia
pago lavanderia,Ocio y Servicios,471.28,pago lavanderia
plaza,Ocio y Servicios,816.26,plaza
PLAZA,Ocio y Servicios,240.45,plaza
pago con tarjeta en plaza,Ocio y Servicios,106.5,pago con tarjeta en plaza
compra plaza,Ocio y Servicios,658.19,compra plaza
compra plaza,Ocio y Servicios,898.44,compra plaza
CINEPOLIS,Ocio y Servicios,346.3,cinepolis
CINEPOLIS,Ocio y Servicios,475.9,cinepolis
*Cinepolis*,Ocio y Servicios,68.16,cinepolis
$Cinepolis,Ocio y Servicios,703.34,cinepolis
CINEPOLIS,Ocio y Servicios,707.91,cinepolis
Cinemex,Ocio y Servicios,390.78,cinemex
pago Cinemex,Ocio y Servicios,366.74,pago cinemex
CINEMEX,Ocio y Servicios,250.17,cinemex
pago con tarjeta en Cinemex,Ocio y Servicios,803.72,pago con tarjeta en cinemex
CINEMEX,Ocio y Servicios,997.93,cinemex
COMPRA EN TICKETMASTER,Ocio y Servicios,994.92,compra en ticketmaster
COMPRA EN TICKETMASTER,Ocio y Servicios,329.89,compra en ticketmaster
*Ticketmaster*,Ocio y Servicios,91.95,ticketmaster
ticketmaster,Ocio y Servicios,842.44,ticketmaster
compra Ticketmaster,Ocio y Servicios,115.58,compra ticketmaster
COMPRA EN SUPERBOLETOS,Ocio y Servicios,940.24,compra en superboletos
pago con tarjeta en Superboletos,Ocio y Servicios,777.81,pago con tarjeta en superboletos
superboletos,Ocio y Servicios,715.03,superboletos
COMPRA EN SUPERBOLETOS,Ocio y Servicios,429.15,compra en superboletos
pago Superboletos,Ocio y Servicios,123.77,pago superboletos
prime video,Ocio y Servicios,436.75,prime video
$Prime Video,Ocio y Servicios,340.83,prime video
COMPRA EN PRIME VIDEO,Ocio y Servicios,155.45,compra en prime video
pago Prime Video,Ocio y Servicios,55.78,pago prime video
PRIME VIDEO,Ocio y Servicios,546.45,prime video
pago Apple Music,Ocio y Servicios,123.02,pago apple music
*Apple Music*,Ocio y Servicios,849.97,apple music
$Apple Music,Ocio y Servicios,97.71,apple music
pago Apple Music,Ocio y Servicios,724.6,pago apple music
COMPRA EN APPLE MUSIC,Ocio y Servicios,330.53,compra en apple music
suscripcion Apple Music,Ocio y Servicios,210.00,suscripcion apple music
pago suscripcion Apple Music,Ocio y Servicios,190.00,pago suscripcion apple music
suscripcion mensual Apple Music,Ocio y Servicios,230.00,suscripcion mensual apple music
suscripcion Amazon Prime,Ocio y Servicios,280.00,suscripcion amazon prime
pago suscripcion Amazon Prime,Ocio y Servicios,260.00,pago suscripcion amazon prime
suscripcion mensual Amazon Prime,Ocio y Servicios,300.00,suscripcion mensual amazon prime
Amazon Prime suscripcion,Ocio y Servicios,270.00,amazon prime suscripcion
pago de Amazon Prime,Ocio y Servicios,290.00,pago de amazon prime
pago YouTube Premium,Ocio y Servicios,316.95,pago youtube premium
COMPRA EN YOUTUBE PREMIUM,Ocio y Servicios,327.89,compra en youtube premium
COMPRA EN YOUTUBE PREMIUM,Ocio y Servicios,434.85,compra en youtube premium
$YouTube Premium,Ocio y Servicios,355.42,youtube premium
Youtube Premium,Ocio y Servicios,850.12,youtube premium
compra Crunchyroll,Ocio y Servicios,658.45,compra crunchyroll
Crunchyroll,Ocio y Servicios,81.99,crunchyroll
CRUNCHYROLL,Ocio y Servicios,389.92,crunchyroll
pago con tarjeta en Crunchyroll,Ocio y Servicios,771.63,pago con tarjeta en crunchyroll
compra Crunchyroll,Ocio y Servicios,733.8,compra crunchyroll
suscripcion Crunchyroll,Ocio y Servicios,150.00,suscripcion crunchyroll
pago suscripcion Crunchyroll,Ocio y Servicios,130.00,pago suscripcion crunchyroll
suscripcion mensual Crunchyroll,Ocio y Servicios,170.00,suscripcion mensual crunchyroll
Crunchyroll suscripcion,Ocio y Servicios,140.00,crunchyroll suscripcion
nintendo switch,Ocio y Servicios,643.54,nintendo switch
nintendo switch,Ocio y Servicios,655.24,nintendo switch
pago Nintendo Switch,Ocio y Servicios,279.84,pago nintendo switch
nintendo switch,Ocio y Servicios,338.03,nintendo switch
$Nintendo Switch,Ocio y Servicios,585.12,nintendo switch
suscripcion Nintendo Switch Online,Ocio y Servicios,280.00,suscripcion nintendo switch online
pago suscripcion Nintendo Switch Online,Ocio y Servicios,260.00,pago suscripcion nintendo switch online
suscripcion mensual Nintendo Switch Online,Ocio y Servicios,300.00,suscripcion mensual nintendo switch online
Nintendo Switch Online suscripcion,Ocio y Servicios,270.00,nintendo switch online suscripcion
pago de Nintendo Switch Online,Ocio y Servicios,290.00,pago de nintendo switch online
steam,Ocio y Servicios,185.73,steam
*Steam*,Ocio y Servicios,734.62,steam
*Steam*,Ocio y Servicios,200.69,steam
pago Steam,Ocio y Servicios,177.14,pago steam
pago Steam,Ocio y Servicios,735.64,pago steam
pago con tarjeta en Epic Games,Ocio y Servicios,761.21,pago con tarjeta en epic games
pago con tarjeta en Epic Games,Ocio y Servicios,50.13,pago con tarjeta en epic games
pago Epic Games,Ocio y Servicios,312.36,pago epic games
$Epic Games,Ocio y Servicios,900.94,epic games
COMPRA EN EPIC GAMES,Ocio y Servicios,847.37,compra en epic games
pago con tarjeta en Smart Fit,Ocio y Servicios,373.35,pago con tarjeta en smart fit
pago con tarjeta en Smart Fit,Ocio y Servicios,128.58,pago con tarjeta en smart fit
pago con tarjeta en Smart Fit,Ocio y Servicios,392.22,pago con tarjeta en smart fit
SMART FIT,Ocio y Servicios,586.74,smart fit
pago Smart Fit,Ocio y Servicios,347.68,pago smart fit
sports world,Ocio y Servicios,911.84,sports world
SPORTS WORLD,Ocio y Servicios,462.13,sports world
compra Sports World,Ocio y Servicios,408.45,compra sports world
COMPRA EN SPORTS WORLD,Ocio y Servicios,965.87,compra en sports world
Sports World,Ocio y Servicios,160.22,sports world
*Planet Fitness*,Ocio y Servicios,519.12,planet fitness
compra Planet Fitness,Ocio y Servicios,933.66,compra planet fitness
pago con tarjeta en Planet Fitness,Ocio y Servicios,718.66,pago con tarjeta en planet fitness
*Planet Fitness*,Ocio y Servicios,291.52,planet fitness
Planet Fitness,Ocio y Servicios,967.75,planet fitness
compra tintoreria,Ocio y Servicios,692.3,compra tintoreria
pago con tarjeta en tintoreria,Ocio y Servicios,333.15,pago con tarjeta en tintoreria
Tintoreria,Ocio y Servicios,501.64,tintoreria
TINTORERIA,Ocio y Servicios,661.94,tintoreria
compra tintoreria,Ocio y Servicios,392.05,compra tintoreria
*estetica*,Ocio y Servicios,525.38,estetica
pago con tarjeta en estetica,Ocio y Servicios,502.17,pago con tarjeta en estetica
pago estetica,Ocio y Servicios,652.7,pago estetica
ESTETICA,Ocio y Servicios,401.32,estetica
*estetica*,Ocio y Servicios,779.19,estetica
pago unas,Ocio y Servicios,574.47,pago unas
unas,Ocio y Servicios,857.83,unas
pago con tarjeta en unas,Ocio y Servicios,674.49,pago con tarjeta en unas
$unas,Ocio y Servicios,886.15,unas
compra unas,Ocio y Servicios,806.43,compra unas
*masaje*,Ocio y Servicios,627.36,masaje
pago masaje,Ocio y Servicios,425.0,pago masaje
COMPRA EN MASAJE,Ocio y Servicios,669.06,compra en masaje
pago masaje,Ocio y Servicios,750.24,pago masaje
$masaje,Ocio y Servicios,662.59,masaje
Antro,Ocio y Servicios,698.08,antro
$antro,Ocio y Servicios,239.25,antro
